acq_num,evt_num,windnum,time,data_ch2
0,23,15,339,26.4
0,23,15,340,25.8
0,23,15,341,27.9
0,23,15,342,22.6
0,23,15,343,25.4
0,23,15,344,26.4
0,23,15,345,26.9
0,23,15,346,28.6
0,23,15,347,22.0
0,23,15,348,24.5
0,23,15,349,25.7
0,23,15,350,26.7
0,23,15,351,26.9
0,23,15,352,26.6
0,23,15,353,26.4
0,23,15,354,27.1
0,23,15,355,28.2
0,23,15,356,30.1
0,23,15,357,26.0
0,23,15,358,26.6
0,23,15,359,27.4
0,23,15,360,25.9
0,23,15,361,25.4
0,23,15,362,24.1
0,23,15,363,26.7
0,23,15,364,20.7
0,23,15,365,24.6
0,23,15,366,28.7
0,23,15,367,25.5
0,23,15,368,25.9
0,23,15,369,24.6
0,23,15,370,26.0
0,23,15,371,27.8
0,23,15,372,24.1
0,23,15,373,25.5
0,23,15,374,25.5
0,23,15,375,24.3
0,23,15,376,28.8
0,23,15,377,26.1
0,23,15,378,25.5
0,23,15,379,22.7
0,23,15,380,26.6
0,23,15,381,28.8
0,23,15,382,25.1
0,23,15,383,21.2
0,23,16,384,28.3
0,23,16,385,27.4
0,23,16,386,23.7
0,23,16,387,29.1
0,23,16,388,26.2
0,23,16,389,30.0
0,23,16,390,24.8
0,23,16,391,26.6
0,23,16,392,25.7
0,23,16,393,29.5
0,23,16,394,23.6
0,23,16,395,25.0
0,23,16,396,27.3
0,23,16,397,23.4
0,23,16,398,29.0
0,23,16,399,31.3
0,23,16,400,29.7
0,23,16,401,25.6
0,23,16,402,25.5
0,23,16,403,28.9
0,23,16,404,26.7
0,23,16,405,26.3
0,23,16,406,28.4
0,23,16,407,33.7
0,23,16,408,28.8
0,23,16,409,23.7
0,23,16,410,25.4
0,23,16,411,26.6
0,23,16,412,25.0
0,23,16,413,29.5
0,23,16,414,25.6
0,23,16,415,29.8
0,23,16,416,25.9
0,23,16,417,29.2
0,23,16,418,26.5
0,23,16,419,26.8
0,23,16,420,27.8
0,23,16,421,29.2
0,23,16,422,23.3
0,23,16,423,26.7
0,23,16,424,26.5
0,23,16,425,24.8
0,23,16,426,24.2
